,Risk_Tolerance,Portfolio_Diversity,Age,Annual_Income,Years_Experience,Successful_Investment,Risk_Tolerance_Clean
1819,2,6.0,57.0,62422.513879569175,0.0,1,Medium
1820,L,6.0,57.0,65091.648591926016,4.0,0,Low
1821,High,2.0,37.0,57789.34271920034,1.0,0,High
1822,Medium,8.0,40.0,45139.1261021768,6.0,1,Medium
1823,Low,6.0,50.0,96926.48627631726,30.0,1,Low
1824,High,3.0,28.0,53461.70833624311,5.0,0,High
1825,2,8.0,49.0,105147.21769295864,24.0,1,Medium
1826,Low,5.0,43.0,41288.95674263139,23.0,0,Low
1827,Unknown,4.0,35.0,93085.93801574808,8.0,0,Medium
1828,Low,4.0,52.0,84111.58994627018,11.0,0,Low
1829,Medium,9.0,50.0,112259.53840137651,6.0,1,Medium
1830,M,5.0,71.0,131610.80362302548,1.0,1,Medium
1831,High,1.0,42.0,104130.3327598124,15.0,1,High
1832,2,5.0,57.0,55570.51336604879,25.0,0,Medium
1833,LOW,6.0,64.0,89656.66524746583,8.0,0,Low
1834,H,1.0,44.0,56160.94845408641,14.0,0,High
1835,3,3.0,45.0,50229.90320952451,21.0,1,Medium
1836,High,3.0,36.0,60115.53126426576,0.0,0,High
1837,Medium,5.0,37.0,69578.92850282059,1.0,1,Medium
1838,M,4.0,60.0,100477.64053421888,7.0,0,Medium
1839,Low,10.0,37.0,0.0,8.0,0,Low
1840,Medium,2.0,39.0,33663.53509842219,14.0,0,Medium
1841,High,5.0,35.0,32338.29864161447,13.0,1,High
1842,Medium,6.0,40.0,85016.49037311168,6.0,0,Medium
1843,High,5.0,48.0,43085.994997408,15.0,1,High
1844,High,3.0,33.0,27046.38891048457,12.0,0,High
1845,Low,8.0,57.0,70038.05654982553,37.0,1,Low
1846,Low,9.0,77.0,110557.9457584638,15.0,1,Low
1847,L,5.0,65.0,99074.45032939152,9.0,0,Low
1848,Unknown,2.0,35.0,21685.260371001277,9.0,0,Medium
1849,Medium,9.0,27.0,32158.29831910933,2.0,1,Medium
1850,High,2.0,29.0,86720.51168024221,2.0,1,High
1851,Medium,2.0,32.0,28325.894209341262,9.0,0,Medium
1852,Low,4.0,51.0,75009.07425312314,15.0,0,Low
1853,High,6.0,26.0,23582.25674800182,4.0,0,High
1854,Medium,2.0,63.0,92091.04696592416,4.0,0,Medium
1855,Unknown,4.0,32.0,41602.35718815188,11.0,0,Medium
1856,low,6.0,62.0,156104.41831990026,40.0,1,Low
1857,M,7.0,22.0,34502.57088067508,3.0,0,Medium
1858,Medium,3.0,31.0,63547.35937002353,10.0,0,Medium
1859,Medium,4.0,48.0,82787.65499122253,26.0,0,Medium
1860,High,1.0,46.0,48269.58731157165,26.0,1,High
1861,High,5.0,18.0,46535.24350668558,0.0,0,High
1862,High,2.0,19.0,3630.0061444379817,0.0,0,High
1863,Medium,3.0,34.0,63643.15079541701,0.0,0,Medium
1864,High,4.0,18.0,33891.614051818964,0.0,0,High
1865,3,1.0,42.0,83296.93260651047,2.0,0,Medium
1866,Medium,4.0,33.0,43509.9473530746,10.0,1,Medium
1867,Medium,4.0,32.0,47714.30559742112,7.0,0,Medium
1868,2,2.0,42.0,17851.1551531293,24.0,1,Medium
1869,3,2.0,26.0,44549.64379618176,1.0,0,Medium
1870,Medium,9.0,32.0,73807.63056380757,5.0,1,Medium
1871,3,5.0,21.0,45358.29000224076,0.0,0,Medium
1872,High,2.0,29.0,22537.76933184036,11.0,1,High
1873,Low,7.0,41.0,0.0,10.0,0,Low
1874,2,3.0,51.0,86899.06687376746,14.0,0,Medium
1875,medium,4.0,39.0,65091.648591926016,14.0,0,Medium
1876,Low,10.0,61.0,51219.46257057254,7.0,1,Low
1877,2,9.0,50.0,55927.69431338478,9.0,1,Medium
1878,H,5.0,26.0,8467.576372050002,8.0,0,High
1879,Low,9.0,58.0,146079.63837773455,30.0,1,Low
1880,High,3.0,27.0,0.0,0.0,1,High
1881,M,6.0,54.0,65091.648591926016,25.0,1,Medium
1882,High,5.0,39.0,54963.62169676541,3.0,1,High
1883,High,6.0,35.0,82238.714740238,9.0,0,High
1884,High,3.0,48.0,92702.66584677424,22.0,0,High
1885,Low,7.0,73.0,116674.081125366,1.0,0,Low
1886,High,4.0,29.0,59457.43845852268,11.0,0,High
1887,Low,7.0,69.0,94102.60870869456,40.0,1,Low
1888,1,4.0,52.0,87403.27671609737,16.0,1,Medium
1889,Medium,3.0,52.0,123830.52524832918,31.0,1,Medium
1890,High,2.0,31.0,45101.07324867482,9.0,0,High
1891,,7.0,40.0,57180.23131965479,10.0,1,Medium
1892,medium,3.0,38.0,65091.648591926016,2.0,0,Medium
1893,M,4.0,42.0,54053.94766244554,21.0,0,Medium
1894,High,1.0,40.0,88930.0220620698,30.0,0,High
1895,Medium,2.0,46.0,54090.247758557205,10.0,0,Medium
1896,Medium,2.0,63.0,99252.98842546305,37.0,1,Medium
1897,M,-1.0,32.0,30185.06697032921,2.0,0,Medium
1898,High,6.0,43.0,41542.05499597836,7.0,1,High
1899,2,9.0,44.0,18370.906734253116,29.0,1,Medium
1900,1,6.0,45.0,82821.323155791,13.0,1,Medium
1901,Low,8.0,53.0,50858.30950847974,14.0,1,Low
1902,M,5.0,64.0,97505.46175988692,5.0,0,Medium
1903,H,1.0,65.0,100133.16273350558,45.0,1,High
1904,Low,6.0,63.0,70210.06346541716,10.0,0,Low
1905,Low,8.0,71.0,163375.94452014257,28.0,1,Low
1906,High,1.0,39.0,78377.51616483304,16.0,0,High
1907,Low,10.0,58.0,77454.90271520396,24.0,1,Low
1908,High,2.0,18.0,9174.365592830458,0.0,0,High
1909,Medium,3.0,39.0,31966.97269062128,15.0,1,Medium
1910,High,15.0,48.0,68569.40194529168,9.0,1,High
1911,High,6.0,36.0,28508.35038897953,18.0,0,High
1912,High,4.0,34.0,61037.34622653497,4.0,0,High
1913,1,7.0,61.0,49864.06579626218,0.0,0,Medium
1914,2,4.0,42.0,23301.795451734,24.0,0,Medium
1915,Low,15.0,60.0,28714.185819202547,11.0,1,Low
1916,3,1.0,35.0,36492.309467838735,16.0,1,Medium
1917,1,5.0,35.0,70861.7331934713,15.0,0,Medium
1918,Medium,5.0,52.0,21858.21616571601,13.0,0,Medium
1919,,3.0,24.0,81967.30403590848,1.0,0,Medium
1920,Low,10.0,60.0,143237.8382248357,27.0,1,Low
1921,Unknown,7.0,47.0,17013.019081057035,14.0,1,Medium
1922,1,4.0,41.0,39503.86572208481,8.0,0,Medium
1923,High,2.0,34.0,78566.9599195516,15.0,0,High
1924,3,6.0,18.0,65091.648591926016,0.0,0,Medium
1925,1,4.0,59.0,109381.0339866236,27.0,1,Medium
1926,low,7.0,52.0,81840.27564311745,21.0,0,Low
1927,Low,4.0,64.0,81674.22633664813,36.0,1,Low
1928,Medium,6.0,47.0,48454.47878086192,19.0,1,Medium
1929,Medium,8.0,28.0,44934.85704913164,6.0,1,Medium
1930,Medium,2.0,65.0,124691.96468786984,46.0,1,Medium
1931,,4.0,54.0,79994.30274437898,21.0,1,Medium
1932,L,10.0,41.0,48370.78855000938,0.0,1,Low
1933,Low,8.0,63.0,33302.75645807069,23.0,1,Low
1934,Medium,9.0,57.0,47136.2721625593,10.0,1,Medium
1935,Low,8.0,56.0,113801.97004256042,18.0,1,Low
1936,Low,8.0,64.0,135458.23666452518,30.0,1,Low
1937,Medium,8.0,59.0,88542.20239316064,11.0,1,Medium
1938,,5.0,54.0,51632.352855462654,13.0,0,Medium
1939,,6.0,39.0,41225.62210057183,18.0,1,Medium
1940,L,10.0,53.0,101587.83924292038,21.0,1,Low
1941,High,6.0,37.0,7412.567406814749,13.0,0,High
1942,Medium,2.0,55.0,52581.29508415036,1.0,1,Medium
1943,Medium,8.0,44.0,123469.39340999656,34.0,0,Medium
1944,Medium,8.0,37.0,59040.27339883195,15.0,0,Medium
1945,High,5.0,38.0,89079.21742559534,18.0,1,High
1946,3,1.0,28.0,0.0,9.0,0,Medium
1947,Medium,6.0,50.0,45771.495618190114,11.0,1,Medium
1948,2,9.0,57.0,79244.24841269123,7.0,0,Medium
1949,Low,9.0,43.0,110278.15135234884,18.0,1,Low
1950,L,4.0,48.0,78997.11526650624,24.0,1,Low
1951,High,5.0,59.0,106885.17822741362,38.0,1,High
1952,Medium,2.0,60.0,115069.48551232443,19.0,0,Medium
1953,high,4.0,30.0,21790.419736978467,11.0,0,High
1954,Medium,5.0,19.0,54801.32253878631,1.0,0,Medium
1955,Low,5.0,57.0,88804.04030894223,20.0,0,Low
1956,Medium,6.0,50.0,69982.26622677947,6.0,0,Medium
1957,Medium,2.0,61.0,104363.7034725306,24.0,0,Medium
1958,3,6.0,47.0,119355.95261459588,27.0,1,Medium
1959,Medium,7.0,32.0,67322.05094417991,6.0,0,Medium
1960,1,10.0,50.0,40561.29525155583,12.0,0,Medium
1961,Medium,5.0,54.0,88455.92730864926,6.0,1,Medium
1962,High,5.0,37.0,29932.102463245123,7.0,0,High
1963,High,4.0,20.0,10444.21483834403,0.0,1,High
1964,High,6.0,53.0,44760.91670699911,0.0,0,High
1965,High,4.0,50.0,65091.648591926016,1.0,1,High
1966,Medium,4.0,62.0,197620.40314632733,13.0,1,Medium
1967,Medium,3.0,24.0,26945.65349595992,3.0,0,Medium
1968,3,5.0,44.0,59130.91368228161,3.0,0,Medium
1969,High,5.0,43.0,41708.32964342253,2.0,1,High
1970,2,3.0,30.0,44593.79285700915,4.0,0,Medium
1971,2,5.0,27.0,52994.237627227056,9.0,0,Medium
1972,Unknown,5.0,63.0,122177.38987635334,18.0,1,Medium
1973,M,8.0,45.0,109476.47267791913,8.0,1,Medium
1974,Medium,2.0,19.0,65091.648591926016,1.0,0,Medium
1975,2,8.0,26.0,28545.687560517632,6.0,1,Medium
1976,Medium,5.0,67.0,89879.81203393322,11.0,1,Medium
1977,high,5.0,38.0,46662.92583569621,9.0,1,High
1978,3,15.0,44.0,10280.699034644544,7.0,1,Medium
1979,1,4.0,65.0,69973.87298094654,3.0,0,Medium
1980,Medium,7.0,31.0,0.0,1.0,0,Medium
1981,L,5.0,67.0,37374.83430687967,20.0,1,Low
1982,1,8.0,44.0,115755.50403000283,11.0,0,Medium
1983,Medium,9.0,58.0,67923.25915465901,18.0,0,Medium
1984,2,3.0,41.0,80435.65607118438,23.0,0,Medium
1985,Low,-1.0,60.0,53214.77527382891,36.0,1,Low
1986,Medium,7.0,38.0,21399.13002341509,12.0,1,Medium
1987,1,5.0,51.0,97841.68341635892,7.0,1,Medium
1988,Medium,6.0,41.0,50229.31189174045,15.0,0,Medium
1989,High,1.0,18.0,13910.125153930374,0.0,1,High
1990,Low,10.0,58.0,107399.39153545145,33.0,1,Low
1991,Medium,4.0,43.0,112370.36963361924,14.0,0,Medium
1992,Low,9.0,68.0,101281.35032464672,1.0,1,Low
1993,,6.0,53.0,116756.97010510787,20.0,0,Medium
1994,High,15.0,33.0,18123.14124303548,7.0,1,High
1995,Low,9.0,46.0,65091.648591926016,22.0,1,Low
1996,Unknown,8.0,43.0,94535.23008233258,5.0,0,Medium
1997,Low,10.0,71.0,112448.1698825677,41.0,1,Low
1998,Medium,9.0,48.0,81316.07263378434,14.0,0,Medium
1999,M,4.0,44.0,124447.13616559484,13.0,0,Medium
2000,Medium,2.0,27.0,63841.143224380285,1.0,0,Medium
2001,HIGH,1.0,18.0,20225.46263603665,0.0,1,High
2002,Medium,6.0,25.0,35297.76487751896,1.0,0,Medium
2003,High,6.0,43.0,23188.51686925889,11.0,0,High
2004,Medium,7.0,55.0,84360.98890906868,7.0,1,Medium
2005,Medium,6.0,48.0,34980.471686437806,15.0,0,Medium
2006,Medium,9.0,46.0,64750.33328644864,21.0,1,Medium
2007,Low,5.0,55.0,57961.65988503916,6.0,0,Low
2008,3,4.0,35.0,40810.06686198203,3.0,0,Medium
2009,Low,6.0,57.0,38235.15623287998,22.0,1,Low
2010,2,5.0,32.0,0.0,0.0,0,Medium
2011,medium,3.0,51.0,130183.6128757192,21.0,1,Medium
2012,L,5.0,55.0,89599.3395549652,28.0,1,Low
2013,Medium,7.0,60.0,78549.67332951623,40.0,1,Medium
2014,Unknown,5.0,48.0,88087.70188142246,1.0,0,Medium
2015,Low,4.0,48.0,68628.82875281782,25.0,0,Low
2016,Low,10.0,56.0,54375.31548939987,11.0,1,Low
2017,2,9.0,41.0,44795.8616120924,11.0,1,Medium
2018,3,2.0,29.0,9291.080469396293,9.0,1,Medium
2019,Medium,2.0,44.0,25710.667793254124,7.0,0,Medium
2020,Medium,6.0,46.0,20568.16711630421,6.0,1,Medium
2021,Medium,5.0,60.0,125306.69190497795,0.0,0,Medium
2022,2,3.0,58.0,79261.10482621894,21.0,1,Medium
2023,Medium,3.0,41.0,54579.87151671789,7.0,0,Medium
2024,3,6.0,35.0,81765.58626881764,6.0,1,Medium
2025,High,3.0,40.0,131653.5606419997,5.0,0,High
2026,3,2.0,32.0,43159.76957808038,4.0,0,Medium
2027,Medium,2.0,62.0,175918.77495818207,37.0,0,Medium
2028,Medium,3.0,47.0,58274.89976967105,26.0,1,Medium
2029,Medium,9.0,39.0,86838.18429274805,3.0,0,Medium
2030,Medium,2.0,28.0,43522.756758004405,1.0,0,Medium
2031,2,7.0,30.0,66493.69081271533,7.0,1,Medium
2032,Low,4.0,59.0,125413.37815596408,9.0,0,Low
2033,High,1.0,28.0,36109.51252742427,3.0,1,High
2034,3,2.0,34.0,7066.160145047477,7.0,0,Medium
2035,Medium,7.0,27.0,49331.33889299956,3.0,0,Medium
2036,Unknown,6.0,52.0,13839.976276865553,14.0,1,Medium
2037,Low,10.0,59.0,110261.12230814424,26.0,1,Low
2038,Low,4.0,60.0,135128.93969529454,21.0,0,Low
2039,High,5.0,39.0,36249.33311874808,17.0,1,High
2040,1,8.0,63.0,100250.90665902106,44.0,1,Medium
2041,Medium,9.0,47.0,25238.27439106586,12.0,1,Medium
2042,Low,8.0,45.0,65415.13837239199,2.0,0,Low
2043,High,-1.0,35.0,107146.24611042308,14.0,0,High
2044,LOW,6.0,55.0,87376.02118852247,29.0,1,Low
2045,Low,4.0,52.0,47608.5470219901,16.0,0,Low
2046,,2.0,37.0,68091.98160015831,16.0,0,Medium
2047,Low,9.0,55.0,78652.18818284958,5.0,1,Low
2048,Low,7.0,56.0,65397.82962744237,11.0,0,Low
2049,Medium,3.0,47.0,127706.5284062352,3.0,0,Medium
2050,,7.0,52.0,143368.00661707888,11.0,0,Medium
2051,High,4.0,18.0,11350.901237500935,0.0,1,High
2052,High,4.0,35.0,85127.65747164068,3.0,0,High
2053,1,7.0,65.0,23894.468179095777,28.0,1,Medium
2054,Medium,9.0,34.0,82703.38360385134,4.0,0,Medium
2055,Low,6.0,50.0,72218.00921335327,11.0,0,Low
2056,Medium,3.0,63.0,81242.31400911583,27.0,0,Medium
2057,High,5.0,30.0,9129.42209012371,7.0,1,High
2058,M,5.0,45.0,65091.648591926016,22.0,1,Medium
2059,Medium,2.0,42.0,60732.8665429156,8.0,0,Medium
2060,Low,5.0,42.0,76998.32166761463,24.0,1,Low
2061,L,6.0,60.0,98303.05966838064,17.0,0,Low
2062,Medium,2.0,30.0,65091.648591926016,1.0,0,Medium
2063,M,3.0,44.0,45306.30652831547,8.0,1,Medium
2064,M,8.0,43.0,53531.9741884726,9.0,1,Medium
2065,1,5.0,56.0,65140.44095685561,16.0,0,Medium
2066,M,4.0,71.0,216557.31325709025,44.0,1,Medium
2067,L,15.0,55.0,129858.34690683275,4.0,1,Low
2068,2,5.0,52.0,86793.98807906988,19.0,0,Medium
2069,High,2.0,37.0,116714.247252228,13.0,0,High
2070,High,5.0,32.0,23916.41177423928,11.0,0,High
2071,Medium,15.0,44.0,46802.307299466585,19.0,1,Medium
2072,L,5.0,55.0,71678.95231233962,24.0,0,Low
2073,3,2.0,28.0,55807.49948963654,5.0,1,Medium
2074,2,6.0,47.0,107870.17205118874,5.0,0,Medium
2075,Medium,2.0,33.0,67050.06527902695,14.0,1,Medium
2076,Low,5.0,62.0,104850.8539414564,9.0,0,Low
2077,Medium,9.0,45.0,91669.46661093947,6.0,0,Medium
2078,3,2.0,34.0,41874.36927209163,6.0,1,Medium
2079,Medium,4.0,44.0,3613.778311182097,1.0,0,Medium
2080,High,6.0,18.0,71793.05513041768,0.0,1,High
2081,L,4.0,43.0,48487.96169608843,17.0,0,Low
2082,Medium,5.0,44.0,94098.29151677848,3.0,0,Medium
2083,Low,5.0,54.0,62543.02627961929,3.0,0,Low
2084,Medium,8.0,25.0,1663.1767673155518,6.0,0,Medium
2085,Unknown,9.0,64.0,105374.38624353704,10.0,1,Medium
2086,High,3.0,49.0,33249.028753275925,1.0,0,High
2087,High,1.0,18.0,22637.22451109422,0.0,0,High
2088,High,2.0,18.0,53207.38439208591,0.0,0,High
2089,LOW,4.0,57.0,79735.94624234748,1.0,0,Low
2090,3,6.0,46.0,43839.32496373861,12.0,0,Medium
2091,H,5.0,29.0,59851.93764372496,9.0,1,High
2092,3,6.0,30.0,8032.988928341823,3.0,1,Medium
2093,Medium,6.0,40.0,97953.5688440057,19.0,1,Medium
2094,Medium,3.0,41.0,34628.447527334494,21.0,0,Medium
2095,medium,2.0,46.0,124033.18456056475,8.0,0,Medium
2096,Medium,3.0,49.0,83881.01412487155,13.0,0,Medium
2097,Medium,3.0,64.0,87240.07649678629,33.0,0,Medium
2098,H,4.0,24.0,52374.93448076485,5.0,0,High
2099,medium,8.0,18.0,34323.62095814754,11.0,0,Medium
2100,Medium,4.0,69.0,51980.21062689433,44.0,0,Medium
2101,Low,6.0,69.0,172909.99464695787,1.0,0,Low
2102,Low,8.0,77.0,108467.84006169246,59.0,1,Low
2103,2,4.0,39.0,120562.29001571632,7.0,0,Medium
2104,2,7.0,35.0,73670.32463039378,11.0,0,Medium
2105,medium,6.0,37.0,0.0,5.0,0,Medium
2106,3,5.0,23.0,0.0,2.0,0,Medium
2107,medium,3.0,28.0,34674.3281856168,9.0,0,Medium
2108,3,5.0,47.0,112594.70695544223,13.0,0,Medium
2109,2,2.0,40.0,40675.31772074412,8.0,0,Medium
2110,Medium,9.0,21.0,29991.46859573704,1.0,0,Medium
2111,2,7.0,30.0,46391.45195520316,2.0,0,Medium
2112,Low,4.0,57.0,48438.89155035008,21.0,0,Low
2113,Low,5.0,60.0,70788.06993530125,19.0,1,Low
2114,Medium,4.0,28.0,399641.1692160848,8.0,1,Medium
2115,Low,6.0,55.0,71490.18593087155,7.0,0,Low
2116,Medium,7.0,46.0,95541.6712656919,14.0,1,Medium
2117,High,4.0,31.0,72038.23585761778,3.0,0,High
2118,Medium,8.0,50.0,83827.83984861482,23.0,1,Medium
2119,High,2.0,43.0,32807.05910730756,8.0,1,High
2120,Low,5.0,61.0,8790.350128080307,31.0,1,Low
2121,H,1.0,26.0,29430.39732091776,3.0,0,High
2122,High,-1.0,44.0,24047.404391315475,1.0,0,High
2123,3,2.0,39.0,28502.354407347186,3.0,1,Medium
2124,Unknown,7.0,53.0,60939.39839027914,21.0,1,Medium
2125,Low,6.0,43.0,107741.51328587586,4.0,1,Low
2126,High,6.0,100.0,185269.0983897168,81.0,1,High
2127,1,10.0,64.0,85779.1325428249,24.0,0,Medium
2128,Unknown,6.0,27.0,67789.13234497148,3.0,1,Medium
2129,M,5.0,34.0,94769.47131300216,1.0,0,Medium
2130,high,5.0,43.0,50561.34436585597,7.0,0,High
2131,Medium,7.0,46.0,78638.90387427568,8.0,1,Medium
2132,Medium,2.0,41.0,49606.78934396026,13.0,0,Medium
2133,Medium,3.0,44.0,61709.16089528315,14.0,0,Medium
2134,MEDIUM,2.0,49.0,122050.58132073873,8.0,0,Medium
2135,M,9.0,58.0,53646.46514156097,37.0,1,Medium
2136,medium,3.0,46.0,54530.63985892979,15.0,0,Medium
2137,Unknown,8.0,41.0,62672.64496492293,16.0,1,Medium
2138,High,1.0,20.0,41758.35275794228,2.0,0,High
2139,Low,7.0,71.0,128335.90154071074,31.0,1,Low
2140,2,3.0,44.0,18793.78424833597,6.0,0,Medium
2141,Low,8.0,44.0,90300.5724262814,25.0,1,Low
2142,Low,9.0,50.0,54126.55516651663,28.0,1,Low
2143,2,8.0,54.0,88016.98029453393,10.0,0,Medium
2144,2,9.0,44.0,45041.02822755043,8.0,1,Medium
2145,High,6.0,18.0,30642.779895829004,0.0,1,High
2146,Low,4.0,58.0,129850.26783811252,27.0,1,Low
2147,High,5.0,49.0,26453.138338448905,4.0,1,High
2148,Medium,3.0,57.0,103419.77028704988,30.0,0,Medium
2149,Medium,5.0,52.0,59677.98438267325,13.0,1,Medium
2150,Unknown,8.0,61.0,140928.29485023118,35.0,1,Medium
2151,Medium,6.0,23.0,31645.763557485865,1.0,0,Medium
2152,Medium,2.0,31.0,0.0,1.0,0,Medium
2153,Medium,2.0,36.0,47317.23291229078,8.0,0,Medium
2154,High,5.0,49.0,59853.676302992586,29.0,1,High
2155,Low,5.0,66.0,127913.37682641296,46.0,0,Low
2156,High,3.0,42.0,68503.6842942793,21.0,0,High
2157,Medium,7.0,52.0,125678.09906014372,11.0,0,Medium
2158,low,7.0,57.0,85038.43496667309,30.0,1,Low
2159,1,8.0,49.0,49889.3607681413,18.0,1,Medium
2160,Unknown,5.0,50.0,37251.04605462395,11.0,1,Medium
2161,1,4.0,52.0,103030.01623752124,17.0,0,Medium
2162,M,3.0,38.0,43710.86436674117,0.0,0,Medium
2163,Low,4.0,43.0,83135.35467339285,25.0,1,Low
2164,Unknown,5.0,40.0,65428.94590579205,6.0,0,Medium
2165,High,3.0,18.0,56475.91930639194,0.0,0,High
2166,1,4.0,38.0,51076.15893340536,6.0,0,Medium
2167,Low,5.0,57.0,85257.15402646062,1.0,0,Low
2168,,4.0,36.0,6409.67787250935,18.0,0,Medium
2169,High,5.0,38.0,64067.78493315798,6.0,0,High
2170,1,6.0,53.0,100957.81198328108,18.0,1,Medium
2171,medium,9.0,33.0,41853.12298835076,15.0,1,Medium
2172,,4.0,41.0,80942.5340799829,18.0,1,Medium
2173,MEDIUM,5.0,42.0,96534.9029950446,5.0,0,Medium
2174,2,6.0,35.0,40355.93925462956,15.0,0,Medium
2175,1,10.0,66.0,69493.64142402739,11.0,1,Medium
2176,medium,7.0,32.0,35720.856219556124,9.0,0,Medium
2177,High,5.0,22.0,36692.09319773568,11.0,1,High
2178,Medium,2.0,44.0,45352.33964347931,21.0,1,Medium
2179,3,3.0,51.0,58156.976063138136,27.0,1,Medium
2180,High,3.0,18.0,27974.36610683635,0.0,0,High
2181,Medium,9.0,35.0,92414.77172060996,7.0,1,Medium
2182,medium,5.0,65.0,65091.648591926016,24.0,0,Medium
2183,3,2.0,28.0,40107.84627031754,3.0,0,Medium
2184,M,8.0,34.0,37141.85700627945,7.0,0,Medium
2185,Medium,3.0,37.0,138328.0170834933,5.0,0,Medium
2186,2,5.0,50.0,66002.09554156923,7.0,0,Medium
2187,MEDIUM,8.0,48.0,24057.157649953475,1.0,1,Medium
2188,2,2.0,43.0,91304.58314464123,7.0,1,Medium
2189,H,1.0,24.0,35397.95787463956,2.0,0,High
2190,3,5.0,36.0,52680.95752948989,17.0,1,Medium
2191,High,6.0,29.0,21099.007885184303,5.0,1,High
2192,Medium,4.0,18.0,57104.45005254001,0.0,1,Medium
2193,2,6.0,44.0,72817.95665991414,23.0,1,Medium
2194,HIGH,6.0,43.0,69612.23375308825,11.0,1,High
2195,1,5.0,44.0,78973.02367765774,8.0,0,Medium
2196,M,6.0,44.0,87494.5149126022,21.0,1,Medium
2197,Medium,7.0,69.0,29950.88474748682,13.0,1,Medium
2198,low,7.0,50.0,48020.90285912911,23.0,1,Low
2199,High,2.0,22.0,51448.71543817441,1.0,0,High
2200,3,3.0,49.0,51780.16824554243,31.0,1,Medium
2201,M,8.0,50.0,81625.46411865244,8.0,1,Medium
2202,1,9.0,51.0,60423.79883006118,13.0,1,Medium
2203,Low,10.0,84.0,137227.3027231591,38.0,1,Low
2204,Low,4.0,64.0,90966.19429549604,12.0,1,Low
2205,Medium,4.0,51.0,101159.26851158956,5.0,1,Medium
2206,High,6.0,54.0,103368.99826406366,10.0,0,High
2207,Medium,2.0,36.0,75927.3022660694,13.0,0,Medium
2208,,7.0,37.0,103301.1590728737,3.0,1,Medium
2209,2,4.0,51.0,45206.71879716191,13.0,1,Medium
2210,H,6.0,28.0,55132.70117942686,8.0,1,High
2211,1,9.0,67.0,76560.68917704167,2.0,0,Medium
2212,M,4.0,40.0,58824.78547275941,16.0,0,Medium
2213,,8.0,57.0,96715.53857101346,29.0,0,Medium
2214,,9.0,67.0,125468.1271370606,19.0,1,Medium
2215,Low,4.0,45.0,3642211.763547613,2.0,0,Low
2216,High,1.0,38.0,31248.684007413634,2.0,1,High
2217,High,3.0,39.0,94348.58923115622,10.0,0,High
2218,Medium,7.0,47.0,72740.30567682232,6.0,1,Medium
2219,Low,8.0,58.0,126051.42302303486,8.0,0,Low
2220,Unknown,5.0,24.0,64104.6749580853,6.0,0,Medium
2221,2,8.0,38.0,103797.36759641427,17.0,0,Medium
2222,2,9.0,33.0,64904.5738842577,10.0,1,Medium
2223,3,5.0,38.0,34619.36469666385,11.0,0,Medium
2224,Medium,7.0,25.0,23230.319025991263,0.0,0,Medium
2225,Low,7.0,80.0,67918.64619895665,37.0,0,Low
2226,low,8.0,47.0,55502.23387818538,11.0,0,Low
2227,Low,4.0,51.0,25327.852872359686,20.0,0,Low
2228,L,5.0,75.0,157769.23877347657,34.0,0,Low
2229,High,4.0,33.0,39811.30762985649,2.0,0,High
2230,1,15.0,49.0,65091.648591926016,8.0,1,Medium
2231,High,1.0,27.0,79545.28609974965,3.0,0,High
2232,Low,4.0,51.0,182183.99008507107,13.0,0,Low
2233,Unknown,4.0,44.0,63160.63569376372,2.0,1,Medium
2234,1,7.0,55.0,58721.47326322143,9.0,1,Medium
2235,Medium,3.0,36.0,0.0,17.0,1,Medium
2236,M,2.0,20.0,32877.49908773503,0.0,0,Medium
2237,Low,7.0,39.0,80199.11816698557,7.0,0,Low
2238,High,6.0,32.0,55696.64589052967,3.0,0,High
2239,High,5.0,53.0,112703.28375495148,7.0,0,High
2240,Unknown,7.0,41.0,27221.80265822202,8.0,0,Medium
2241,High,5.0,23.0,13411.381720151348,2.0,0,High
2242,M,9.0,64.0,98464.75815293418,41.0,1,Medium
2243,3,5.0,23.0,20861.70867756313,5.0,1,Medium
2244,medium,5.0,27.0,31452.95319506872,8.0,1,Medium
2245,H,5.0,18.0,18983.0538904938,0.0,0,High
2246,MEDIUM,5.0,34.0,41023.16269689795,7.0,0,Medium
2247,Low,4.0,69.0,61706.90184458204,38.0,0,Low
2248,Unknown,4.0,42.0,31849.166443498383,5.0,0,Medium
2249,3,6.0,33.0,54702.60786164404,4.0,1,Medium
2250,Low,4.0,49.0,111661.5607508082,2.0,0,Low
2251,1,4.0,40.0,37620.52507868798,17.0,0,Medium
2252,High,6.0,22.0,37255.98648356906,4.0,1,High
2253,Medium,7.0,38.0,56555.99806953064,12.0,0,Medium
2254,Unknown,4.0,31.0,28516.42372117815,5.0,0,Medium
2255,High,6.0,30.0,65091.648591926016,11.0,0,High
2256,Low,7.0,68.0,105072.95896318654,10.0,0,Low
2257,Unknown,7.0,28.0,84578.4420932545,0.0,0,Medium
2258,Unknown,2.0,60.0,97921.84055224368,26.0,1,Medium
2259,Medium,6.0,42.0,65091.648591926016,11.0,1,Medium
2260,LOW,7.0,44.0,9662.852978103312,7.0,0,Low
2261,high,5.0,40.0,65684.30839885364,6.0,0,High
2262,High,1.0,29.0,52692.88432822628,2.0,0,High
2263,,5.0,44.0,138769.1837553113,19.0,0,Medium
2264,Low,10.0,75.0,102718.566890412,45.0,1,Low
2265,high,6.0,33.0,85461.99676965755,12.0,1,High
2266,L,9.0,51.0,73166.1417641245,3.0,1,Low
